state,county,fips,pop2012,yieldchange,mortchange,energychange,laborlowchange,laborhighchange,coastaldamage,crimepropertychange,crimeviolentchange,totaldamage
NM,Hidalgo County,35023,4789,-16.04504967,20.79118919,13.18467712,-0.5746052861,-2.2676754,,0.06192262471,2.903236389,8.408900261
NM,Lea County,35025,66286,9.928977013,11.7930851,14.19886684,-0.4443711936,-2.071084023,,0.2336694151,2.777804852,4.166399956
NM,Lincoln County,35027,20208,,-6.77730751,1.306783438,-0.1379454583,-0.9499716163,,0.6776195765,3.60406661,-0.04736199975
NM,Los Alamos County,35028,18162,,-7.269124508,3.344182014,-0.04640488699,-0.5512191653,,1.383273363,3.906448603,-0.3954899907
NM,Luna County,35029,25019,-22.50084686,34.53367233,15.02541637,-0.5951808691,-2.377024412,,-0.05592679232,2.63595891,13.46899986
NM,McKinley County,35031,72716,,-14.50135612,-0.5711936355,-0.03560916334,-0.5221829414,,1.320447564,3.973319054,-3.828500032
NM,Mora County,35033,4679,,-10.455616,0.3674223721,-0.08138780296,-0.8209006786,,0.9855899215,3.743803501,-1.651000023
NM,Otero County,35035,66102,,-4.366122246,5.419899464,-0.1283202171,-0.6443966031,,0.6685009599,3.706807852,0.4897499979
NM,Quay County,35037,8798,25.03308105,27.09316635,14.7362709,-0.4897988737,-2.046267033,,0.2160951644,2.686219454,9.736800194
NM,Rio Arriba County,35039,40260,31.99761581,-17.46662521,-0.4415284991,-0.1321066022,-1.198642254,,1.070500851,3.693940878,-4.135499954
NM,Roosevelt County,35041,20336,14.07728863,15.79953003,15.05532837,-0.4861523807,-2.153467178,,0.1620841175,2.718354225,6.421700001
NM,Sandoval County,35043,135320,2.96639061,-1.98177731,3.65591836,-0.3229458332,-1.619265556,,0.6037366986,3.424121618,0.7310500145
NM,San Juan County,35045,128370,8.068469048,-1.821184993,5.318840027,-0.4332639575,-1.959771395,,0.6299346685,3.237827539,1.255800009
NM,San Miguel County,35047,28953,,-10.52293015,0.3674223721,-0.08138780296,-0.8209006786,,0.988845408,3.748991013,-1.341500044
NM,Santa Fe County,35049,146390,3.763079882,-5.937738895,1.196451426,-0.1995353997,-1.233265162,,0.7229058146,3.612216949,-0.3881300092
NM,Sierra County,35051,11893,-36.71506882,52.09766006,15.28503418,-0.5874727368,-2.277392387,,0.01334739104,2.670111179,16.18099976
NM,Socorro County,35053,17527,,7.766815662,10.46566391,-0.5214030147,-2.251290321,,0.2268529236,3.102015495,5.482299805
NM,Taos County,35055,32817,,-15.3150568,-0.7400481105,-0.03590896353,-0.6923021078,,1.338942409,3.929465532,-3.030999899
NM,Torrance County,35057,16072,-1.346134067,-6.109287262,1.076630712,-0.3081479669,-1.610561252,,0.63363868,3.426880836,-0.494599998
NM,Union County,35059,4419,13.99461746,-6.973993301,3.933806419,-0.177353248,-1.238857746,,0.8788428307,3.416916847,-0.5081599951
NM,Valencia County,35061,76630,,7.412061691,10.71704674,-0.5770508051,-2.255605698,,0.1585844904,2.918105364,5.773200035
NY,Albany County,36001,306190,-22.06313133,-10.27968025,5.442449093,-0.11482393,-1.075007439,-0.363032341,1.756324649,3.907886982,-0.4703400135
NY,Allegany County,36003,48289,-27.52850151,-11.41143513,4.656206608,-0.1238857061,-1.109907985,-1.671217442,1.609075069,3.791646481,-1.183200002
NY,Bronx County,36005,1414200,,4.581181526,9.448635101,-0.1181538329,-1.03242445,-0.1463575661,1.092777491,3.201721668,3.946899891
NY,Broome County,36007,198670,-1.993183613,-17.18434715,4.408390999,-0.1253206581,-0.6769731641,-1.748742938,2.043482065,4.190010071,-2.589900017
NY,Cattaraugus County,36009,79342,0.09837625921,-18.7439785,1.830860972,-0.1072171926,-0.6868563294,-1.711569428,1.8955971,4.089692593,-3.795300007
NY,Cayuga County,36011,79617,-1.385988712,-12.22322845,5.318357944,-0.1150924787,-0.871000886,-1.732262015,1.857724547,3.98050046,-1.456799984
NY,Chautauqua County,36013,133460,-21.65829659,-7.775144577,6.791903019,-0.084636271,-0.847199738,-1.695644736,1.591094136,3.989362478,-0.3296799958
NY,Chemung County,36015,89231,-23.56817245,-15.50352669,3.944631338,-0.129362464,-1.097807527,-1.744974494,1.643292665,3.771443129,-1.910899997
NY,Chenango County,36017,49849,-15.90815639,-18.85817146,2.641291142,-0.09654229134,-0.9698862433,-1.7175982,1.832089305,4.066132545,-3.139499903
NY,Clinton County,36019,81826,5.930562973,-15.7467165,3.347611427,-0.1472042352,-0.6789234281,-1.736334443,2.312331676,4.218854904,-2.92779994
NY,Columbia County,36021,62554,-30.15737724,-6.839254379,6.318645,-0.1111369431,-1.232466578,-0.300755471,1.433003068,3.646807432,0.2313800007
NY,Cortland County,36023,49203,1.447973371,-14.41113567,4.408390999,-0.1253206581,-0.6769731641,-1.718918324,2.043482065,4.190010071,-2.401900053
NY,Delaware County,36025,47166,-2.898541451,-23.88170624,1.34833312,-0.1068968251,-0.713155508,-1.707603097,1.960114717,4.139351845,-4.980400085
NY,Dutchess County,36027,297340,-32.06716919,-6.366106033,5.638132572,-0.1280395985,-1.124836683,-0.3114388883,1.368497252,3.54436636,0.1578299999
NY,Erie County,36029,920210,-8.884288788,-12.4870348,5.893168449,-0.1038954183,-0.8062769771,-1.811001182,1.854673147,4.076391697,-1.124799967
NY,Essex County,36031,39066,12.8482399,-24.30258179,0.3912988901,-0.1262268424,-0.6789455414,-1.753995538,2.242545605,4.202912807,-4.810500145
NY,Franklin County,36033,51813,5.269206524,-16.92061806,2.724639416,-0.1240402907,-0.6745071411,-1.704880595,2.356675148,4.159699917,-3.554199934
NY,Fulton County,36035,55013,-1.775866032,-18.86926079,3.105374336,-0.1198001355,-0.6824933887,-1.733679295,2.074403524,4.046622276,-3.293400049
NY,Genesee County,36037,59874,-13.3365202,-10.31718159,5.927667618,-0.1016555354,-0.9690850377,-1.745966911,1.766494274,4.008219719,-0.8312399983
NY,Greene County,36039,48656,-26.9420929,-14.2966156,4.687391758,-0.1155837849,-1.078302503,-0.2244846523,1.665634632,3.769858599,-1.657999992
NY,Hamilton County,36041,4787,,-32.27243805,0.07562209666,-0.1206893697,-0.5086889267,-1.817707539,2.43606782,4.247071743,-5.527400017
NY,Herkimer County,36043,64572,18.03843498,-25.51207161,0.7305219173,-0.1291426271,-0.5501279235,-1.721319318,2.442152262,4.262286186,-5.691100121
NY,Jefferson County,36045,120920,-13.00494957,-10.69743156,4.941533566,-0.1077910736,-0.7920041084,-1.807271838,1.990787983,4.04912138,-0.9712600112
NY,Kings County,36047,2574900,,3.205825567,9.181690216,-0.09254252911,-0.958586514,-0.2350022048,1.185937405,3.330265045,2.714099884
NY,Lewis County,36049,27259,-2.612215281,-16.66593742,2.264534473,-0.1195697859,-0.7027536035,-1.766714692,2.170712948,4.17325592,-2.906899929
NY,Livingston County,36051,64862,-2.486797571,-10.74787235,4.666876316,-0.09644921869,-0.8283177614,-1.728285909,1.75123775,3.937158108,-1.36650002
NY,Madison County,36053,72420,-13.12404823,-14.57410431,2.641291142,-0.09654229134,-0.9698862433,-1.736630797,1.834484577,4.063351154,-2.198699951
NY,Monroe County,36055,748580,-1.457041264,-10.91707611,5.289868832,-0.108496964,-0.940189898,-1.828973651,1.78546536,3.972393274,-0.8564199805
NY,Montgomery County,36057,49891,2.250191212,-22.60243797,3.105374336,-0.1198001355,-0.6824933887,-1.72207129,2.074403524,4.046622276,-4.14139986
NY,Nassau County,36059,1350900,,1.277184606,8.559513092,-0.0815096572,-0.7111685872,-0.510378778,1.133942962,3.227587223,1.089400053
NY,New York County,36061,1625200,,3.166138411,9.181690216,-0.09254252911,-0.958586514,-0.8075039387,1.185937405,3.330265045,0.7221999764
NY,Niagara County,36063,214860,-1.020416617,-12.7518816,5.893168449,-0.1038954183,-0.8062769771,-1.7511518,1.856909513,4.072444439,-1.527999997
NY,Oneida County,36065,233980,19.30246925,-23.88242531,1.668928981,-0.1338265985,-0.5423849225,-1.753465533,2.42028451,4.272978306,-4.960499763
NY,Onondaga County,36067,467180,-14.0156908,-10.5102396,5.502542973,-0.1164127141,-1.043851495,-1.811291814,1.791952968,4.03507328,-0.7054700255
NY,Ontario County,36069,108820,-7.57472086,-9.998635292,5.945723057,-0.1144890264,-0.9300696254,-1.819264293,1.72599864,3.89909935,-0.5986999869
NY,Orange County,36071,373940,-35.75243759,-3.209789515,7.269833088,-0.08216729015,-1.099874616,-0.2860055268,1.419406891,3.749823809,0.8478800058
NY,Orleans County,36073,42517,-4.965687752,-8.990696907,6.161709309,-0.1095516086,-1.034384489,-1.669773936,1.780817509,3.971037388,-0.4496999979
NY,Oswego County,36075,121650,-15.78717613,-10.10543728,5.502542973,-0.1164127141,-1.043851495,-1.703463316,1.791952968,4.03507328,-0.9849299788
NY,Otsego County,36077,61880,8.294769287,-18.0032196,3.315514326,-0.1128360778,-0.5785972476,-1.709600925,2.196861506,4.156202793,-3.794399977
NY,Putnam County,36079,99657,,-4.136879444,6.906621933,-0.08079775423,-0.892175734,-0.4452973604,1.458052516,3.581223965,0.4756000042
NY,Queens County,36081,2280600,,4.386651039,9.448635101,-0.1181538329,-1.03242445,-0.2379510701,1.092777491,3.201721668,2.987799883
NY,Rensselaer County,36083,159570,-34.77020645,-7.506175041,6.669919014,-0.1351400614,-1.212996483,-0.2702478468,1.617939115,3.809104443,0.1428200006
NY,Richmond County,36085,470980,,4.401963234,9.113206863,-0.1501473188,-1.135167956,-0.3136654496,1.069587827,3.198247194,2.68569994
NY,Rockland County,36087,317830,,-2.235207319,7.366506577,-0.1276553124,-1.138974547,-0.3742178977,1.406365037,3.520633698,1.128600001
NY,St. Lawrence County,36089,112470,-8.851338387,-16.26593018,3.351783037,-0.1115191802,-0.7401820421,-1.674850941,2.140730619,4.14036417,-3.122699976
NY,Saratoga County,36091,222410,-29.97708702,-8.262796402,5.118643284,-0.1181764752,-1.206828833,-1.913607717,1.718121648,3.884175062,-0.1719499975
NY,Schenectady County,36093,155050,-27.40311813,-11.37277889,5.442449093,-0.11482393,-1.075007439,-0.2888261676,1.756324649,3.907886982,-0.9079800248
NY,Schoharie County,36095,32048,-1.768140197,-16.17302895,3.105374336,-0.1198001355,-0.6824933887,-1.689190507,2.076468945,4.060564518,-2.931400061
NY,Schuyler County,36097,18549,-20.25864792,-14.4105587,3.944631338,-0.129362464,-1.097807527,-1.730392337,1.643292665,3.771443129,-1.738700032
NY,Seneca County,36099,35381,5.894639492,-12.64509773,5.318357944,-0.1150924787,-0.871000886,-1.703114152,1.857724547,3.98050046,-1.494699955
NY,Steuben County,36101,99048,-16.1241951,-17.82543755,2.193735838,-0.1162104085,-1.003014565,-1.74819684,1.706341863,3.8361938,-2.839900017
NY,Suffolk County,36103,1500400,-6.895730019,-3.761550665,7.184947491,-0.06482359767,-0.5314896107,-0.3942967355,1.257614136,3.205485344,0.05445799977
NY,Sullivan County,36105,76951,-29.08232117,-10.9378643,4.890904427,-0.111259535,-1.110081315,-1.750868678,1.536798358,3.786385536,-0.8641700149
NY,Tioga County,36107,50335,-14.98982811,-12.9043169,3.803348064,-0.1032932699,-0.872304976,-1.747693419,1.863472104,3.969479799,-1.658300042
NY,Tompkins County,36109,103040,-6.474742413,-9.600895882,3.803348064,-0.1032932699,-0.872304976,-1.741778851,1.866544843,3.972342491,-1.097599983
NY,Ulster County,36111,181710,-20.54638481,-6.206542492,7.097167015,-0.1072364599,-0.9222067595,-0.2547616959,1.603543997,3.85782361,0.09191200137
NY,Warren County,36113,65430,,-16.65215302,2.516448498,-0.1173903272,-1.159722447,-1.814390182,1.720002651,3.783488989,-1.558200002
NY,Washington County,36115,63046,-14.24840641,-17.86283112,2.603883743,-0.1236007884,-0.9247416258,-1.701828837,1.936288834,3.966388941,-3.228300095
NY,Wayne County,36117,93009,-9.437293053,-9.516530037,5.401240826,-0.1314359009,-1.011579514,-1.735668898,1.689494371,3.917510748,-0.6299600005
NY,Westchester County,36119,961850,,-5.812229156,6.651495934,-0.07260850817,-0.735842824,-0.5943093896,1.453867197,3.463061333,0.1816300005
NY,Wyoming County,36121,41762,10.35343075,-16.10062981,2.486196756,-0.1267254651,-0.5414866805,-1.71184063,2.137037516,4.130946636,-3.439899921
NY,Yates County,36123,25265,-5.977598667,-13.20095634,5.318357944,-0.1150924787,-0.871000886,-1.672546148,1.856965542,3.992759943,-1.913499951
NC,Alamance County,37001,153670,-32.75250626,17.47862244,10.08938217,-0.3051294684,-1.658529878,-1.331947207,0.4364548624,3.005017996,6.676499844
NC,Alexander County,37003,37012,-31.44627953,8.321213722,10.0141058,-0.2071324587,-1.496669054,-1.291303754,0.5477159619,3.084681988,4.740200043
NC,Alleghany County,37005,10925,,-13.90568066,3.9591856,-0.04999130964,-0.3523666263,-1.270065784,0.9864069223,3.532882452,-2.612699986
NC,Anson County,37007,26351,-19.91538429,20.59544182,10.32473373,-0.3355821073,-1.706149459,-0.05264357477,0.3395566344,2.759247065,9.067799568
NC,Ashe County,37009,27150,,-10.08743382,4.554835796,-0.03712701797,-0.6395140886,-1.272604465,0.8919728398,3.455208063,-1.22360003
NC,Avery County,37011,17656,,-10.34103966,4.726081848,-0.06119195744,-0.2757855952,-1.26151371,0.9982367158,3.550173521,-1.465399981
NC,Beaufort County,37013,47491,-5.463075638,18.53547096,9.018000603,-0.1578012258,-1.246851563,-0.1450070739,0.428045243,2.798814535,6.038700104
NC,Bertie County,37015,20601,9.428799629,18.72175407,9.042592049,-0.2052585185,-1.417671442,-0.07605943829,0.4573334157,2.892793417,7.966599941
NC,Bladen County,37017,34906,-22.37880135,22.55191994,9.843826294,-0.2959475517,-1.597868562,-0.08952498436,0.3653121293,2.756478548,8.915499687
NC,Brunswick County,37019,112140,-22.13045502,16.87964249,9.15737915,-0.1993539631,-1.369131088,-0.1277002394,0.3474262655,2.665706158,6.308499813
NC,Buncombe County,37021,244360,,6.328366756,10.30095005,-0.1002399698,-1.115823507,-1.374504805,0.6954602599,3.266112566,3.626699924
NC,Burke County,37023,90235,-35.36068344,12.10995674,9.87601757,-0.2435068786,-1.560741305,-1.29212451,0.4680310786,3.029235363,5.866899967
NC,Cabarrus County,37025,184490,-33.6879921,16.66250229,10.24201775,-0.3723188341,-1.766527414,-1.36985743,0.3245757818,2.774178505,5.839099884
NC,Caldwell County,37027,81946,-35.03445053,12.4862442,9.87601757,-0.2435068786,-1.560741305,-1.263331532,0.4627533555,3.027001619,6.55009985
NC,Camden County,37029,10054,-12.84292316,11.16040802,8.997736931,-0.1405147314,-1.115836143,-0.1904906631,0.5418688059,2.87429142,3.68479991
NC,Carteret County,37031,67779,-22.37741852,21.4369297,9.175160408,-0.1281923056,-1.191740036,-0.2273542583,0.380009681,2.711099863,5.706399918
NC,Caswell County,37033,23183,-20.44712639,18.49576569,10.08938217,-0.3051294684,-1.658529878,-1.245737314,0.4431807697,3.002018929,8.176099777
NC,Catawba County,37035,154520,-21.03360939,13.47798538,10.31786919,-0.2038947642,-1.455108404,-1.349990249,0.5145372152,3.072634459,5.433899879
NC,Chatham County,37037,65811,-27.59454155,17.53084755,10.32621384,-0.3397178352,-1.777375102,-1.504521489,0.33871153,2.848271608,4.64109993
NC,Cherokee County,37039,26972,-47.32628632,14.9654007,10.61483479,-0.2302262187,-1.632692695,-1.232846975,0.5114992261,2.971716166,8.262999535
NC,Chowan County,37041,14695,21.36745071,22.36569214,9.185530663,-0.1408522725,-1.229400873,-0.1205071732,0.4772329926,2.925225973,7.473100185
NC,Clay County,37043,10656,-13.68053436,-0.2120847553,8.578079224,-0.04701216519,-0.9428170323,-1.232079148,0.6162724495,3.26990509,1.89260006
NC,Cleveland County,37045,97515,-5.359752655,15.82795525,10.53846836,-0.2327660173,-1.557448983,-1.284074306,0.4558545053,3.01979208,6.840600014
NC,Columbus County,37047,57604,-18.42646217,20.05347443,9.15737915,-0.1993539631,-1.369131088,-0.06267602742,0.3388496637,2.671827078,8.400799751
NC,Craven County,37049,105310,-1.744257927,17.72941589,9.269107819,-0.2188940048,-1.39035213,-0.1768779308,0.3510567546,2.660207033,5.713500023
NC,Cumberland County,37051,323100,-15.87480164,13.25529861,9.851409912,-0.3189537525,-1.63980031,-0.1559065729,0.3545864522,2.767697811,5.408100128
NC,Currituck County,37053,24092,-11.18933392,11.90192032,8.997736931,-0.1405147314,-1.115836143,-0.176795125,0.5418688059,2.87429142,4.168600082
NC,Dare County,37055,34458,,12.69908428,8.761357307,0.07296127826,-0.5492587686,-0.2294457555,0.5452144146,2.937114716,3.880100012
NC,Davidson County,37057,163540,-31.14195633,14.7500248,10.27126694,-0.2855783105,-1.684758067,-1.330224156,0.4245890379,2.985428095,6.1947999
NC,Davie County,37059,41366,-25.1149559,8.58217907,10.13162804,-0.2731035352,-1.659535527,-1.395427465,0.4289844036,2.983917236,3.704600096
NC,Duplin County,37061,59667,-17.21437645,19.95464134,10.08421135,-0.2786429226,-1.590519547,-0.09276589006,0.2646752298,2.634878874,7.852900028
NC,Durham County,37063,282310,-14.9651165,14.92497253,10.36325645,-0.3324984014,-1.691756129,-1.431025624,0.3619917035,2.89684844,4.574299812
NC,Edgecombe County,37065,55714,1.762528658,21.77161026,9.643098831,-0.3048342764,-1.606244326,-0.08400562406,0.3656422794,2.812432528,8.918800354
NC,Forsyth County,37067,357970,-30.1315155,13.71055794,10.27126694,-0.2855783105,-1.684758067,-1.412888646,0.4245890379,2.985428095,4.96999979
NC,Franklin County,37069,61571,-21.28344727,10.86220932,9.101760864,-0.305827111,-1.642647386,-1.290964007,0.4127341211,2.937820911,5.014800072
NC,Gaston County,37071,208200,6.736281395,15.06630516,10.53846836,-0.2327660173,-1.557448983,-1.340078473,0.4489374757,3.015109539,5.46750021
NC,Gates County,37073,11909,-1.998899341,17.04965401,9.411467552,-0.2994605303,-1.59571588,-0.08160903305,0.4032296538,2.81571722,7.100299835
NC,Graham County,37075,8696,,6.045107365,9.913500786,-0.09947624058,-1.370641589,-1.235637426,0.6113734841,3.171073437,5.106100082
NC,Granville County,37077,57818,-16.28482246,11.33802986,9.101760864,-0.305827111,-1.642647386,-1.30072999,0.4019609392,2.938171148,5.151000023
NC,Greene County,37079,21391,-9.053939819,18.04392815,9.643098831,-0.3048342764,-1.606244326,-1.240073919,0.3750392497,2.810492754,8.786100388
NC,Guilford County,37081,500890,-25.73104668,13.10433865,10.19701481,-0.2296454459,-1.495064974,-1.391260982,0.5370278955,3.102998972,4.730899811
NC,Halifax County,37083,53923,18.1362915,17.09590721,9.580488205,-0.2618135512,-1.588102221,-0.0956023708,0.4444003701,3.040072441,7.024799824
NC,Harnett County,37085,122210,-11.61566067,14.72242069,10.32621384,-0.3397178352,-1.777375102,-1.28576386,0.3296515346,2.851269007,6.756800175
NC,Haywood County,37087,58782,34.19480515,-5.302010059,6.844610691,-0.04275707901,-0.6365891695,-1.3279351,0.7442183495,3.411358595,-0.6725699902
NC,Henderson County,37089,108120,-38.58084488,4.247289181,9.71911335,-0.06217961013,-0.9874363542,-1.341908813,0.6876866221,3.301448822,2.769399881
NC,Hertford County,37091,24432,-3.702293634,18.85538483,9.411467552,-0.2994605303,-1.59571588,-0.03475158662,0.4061708152,2.809356689,9.043999672
NC,Hoke County,37093,50467,-7.488891125,15.2389307,10.56103134,-0.3856071234,-1.831092834,-1.241487384,0.2546984553,2.629808664,7.588200092
NC,Hyde County,37095,5738,-6.224162579,18.12034798,9.018000603,-0.1578012258,-1.246851563,-0.07697903365,0.428235054,2.79569459,7.84829998
NC,Iredell County,37097,162720,-21.32771492,6.037461758,9.74641037,-0.1716186553,-1.386171937,-1.382724524,0.5756323338,3.130089283,3.245199919
NC,Jackson County,37099,40516,,-7.071604252,5.460364342,-0.05234640837,-0.2335712612,-1.265637994,0.8871573806,3.436005592,-0.6944500208
NC,Johnston County,37101,174890,-9.299271584,11.37961483,9.332021713,-0.2460063696,-1.49220562,-1.33699894,0.4642110169,2.986866951,4.914500237
NC,Jones County,37103,10276,10.37303925,22.02915573,9.269107819,-0.2188940048,-1.39035213,-0.1593312323,0.3510567546,2.660207033,7.303999901
NC,Lee County,37105,59368,-11.58747387,17.91783142,10.32621384,-0.3397178352,-1.777375102,-1.332747102,0.3303094208,2.857467413,6.759500027
NC,Lenoir County,37107,59181,-5.717760086,23.9581356,9.643098831,-0.3048342764,-1.606244326,-0.1521687508,0.3656274974,2.79618144,8.035900116
NC,Lincoln County,37109,78973,-22.56186676,13.00379276,10.53846836,-0.2327660173,-1.557448983,-1.319212079,0.438259691,3.015731812,5.344500065
NC,McDowell County,37111,44967,17.87009811,-4.834514141,6.87882328,-0.04040539637,-0.3047908247,-1.236842155,0.9047138691,3.53593111,-0.5465199947
NC,Macon County,37113,33796,,-0.2139934152,8.578079224,-0.04701216519,-0.9428170323,-1.303839922,0.6148231626,3.283535957,2.367199898
NC,Madison County,37115,20882,,-0.05899226665,8.42548275,-0.06354583055,-1.200959921,-1.239302874,0.6953651905,3.278138399,2.596800089
NC,Martin County,37117,23886,22.57743263,21.12055969,9.042592049,-0.2052585185,-1.417671442,-0.1056398079,0.4565354586,2.891679287,8.008700371
NC,Mecklenburg County,37119,968780,-18.65102768,10.29860401,10.52052784,-0.266137749,-1.5818609,-1.496683717,0.4323526621,2.951197386,3.257999897
NC,Mitchell County,37121,15367,,-6.662387848,6.87882328,-0.04040539637,-0.3047908247,-1.250087261,0.8893743753,3.521083593,-0.1881199926
NC,Montgomery County,37123,27637,-4.408228874,16.4648037,10.08438396,-0.2605680823,-1.574676394,-1.271600008,0.4497176707,2.919435024,7.568999767
NC,Moore County,37125,90320,-17.97796249,19.5604763,10.08438396,-0.2605680823,-1.574676394,-1.416961551,0.4657882154,2.916405916,6.090499878
NC,Nash County,37127,95320,-5.758395672,20.15650368,9.85705471,-0.323321104,-1.6930902,-1.35895741,0.3963931203,2.835554361,6.550700188
NC,New Hanover County,37129,209130,-39.82123566,18.11604691,9.749300957,-0.205115512,-1.406971335,-0.1912131459,0.2884339988,2.600656509,5.901299953
NC,Northampton County,37131,21311,16.16674614,18.86535645,9.785960197,-0.2809347808,-1.614037633,-0.07791844755,0.4956589043,3.006689787,7.788099766
NC,Onslow County,37133,183890,-11.82763767,10.36288452,9.353352547,-0.2294657677,-1.380683541,-0.2446574122,0.3153677583,2.591537237,3.635099888
NC,Orange County,37135,137730,-29.41609573,8.945412636,9.812298775,-0.2734639049,-1.575515628,-1.505438805,0.4743159413,3.009271145,2.980999947
NC,Pamlico County,37137,13045,-10.51588249,21.78770638,9.175160408,-0.1281923056,-1.191740036,-0.1606622785,0.380009681,2.711099863,6.913000107
NC,Pasquotank County,37139,40528,-14.33188248,17.48280334,9.185530663,-0.1408522725,-1.229400873,-0.1125042886,0.4750784039,2.944319963,6.221399784
NC,Pender County,37141,53967,-18.30628395,18.50804329,10.08421135,-0.2786429226,-1.590519547,-0.07388295978,0.2646752298,2.634878874,7.913499832
NC,Perquimans County,37143,13532,2.948860884,21.37022018,9.185530663,-0.1408522725,-1.229400873,-0.1539593041,0.4750784039,2.944319963,6.742000103
NC,Person County,37145,39179,-15.50327873,9.189034462,9.186467171,-0.2505669296,-1.530438542,-1.303434849,0.5323728919,3.12357235,5.031799793
NC,Pitt County,37147,172900,-7.459728241,14.77722263,9.643098831,-0.3048342764,-1.606244326,-0.1330489963,0.3621331453,2.799060106,5.793900013
NC,Polk County,37149,20248,-1.507969618,23.54353142,9.913269043,-0.1178066358,-1.235050321,-1.362993836,0.5947018266,3.17427659,6.907700062
NC,Randolph County,37151,142330,-25.99943733,14.43292427,10.23653793,-0.1931555569,-1.411595821,-1.288959026,0.5287932158,3.105773687,6.511300087
NC,Richmond County,37153,46381,0.6426964998,19.31910324,10.08438396,-0.2605680823,-1.574676394,-0.04398018867,0.4502738416,2.922142029,9.157799721
NC,Robeson County,37155,135370,-24.74533653,21.96626472,10.56103134,-0.3856071234,-1.831092834,-1.205553055,0.2546984553,2.629808664,10.99800014
NC,Rockingham County,37157,92646,-15.16490841,14.89713383,10.12574959,-0.2244331241,-1.46721065,-1.296272397,0.5867800117,3.161407471,6.516699791
NC,Rowan County,37159,137920,-27.88141632,18.24013901,10.02757454,-0.2932624221,-1.652961969,-1.274853468,0.415962249,2.981378555,7.69659996
NC,Rutherford County,37161,67243,3.686246872,19.10401154,9.913269043,-0.1178066358,-1.235050321,-1.238236904,0.6026448011,3.177638292,8.386699677
NC,Sampson County,37163,63895,-8.777570724,19.58567619,9.843826294,-0.2959475517,-1.597868562,-0.1004672274,0.3578900099,2.769944429,7.722400188
NC,Scotland County,37165,36157,-7.113681316,24.08021927,10.56103134,-0.3856071234,-1.831092834,-0.04887785017,0.2546984553,2.629808664,10.01200008
NC,Stanly County,37167,60493,-10.42375565,18.53288841,10.12216949,-0.249242574,-1.564448833,-1.286281109,0.4621885121,2.998628616,7.657800198
NC,Stokes County,37169,46756,-19.57464981,8.122866631,9.913434029,-0.1746019721,-1.387678504,-1.286781788,0.6022257209,3.157266855,4.673500061
NC,Surry County,37171,73568,-22.74933624,4.682975769,9.603112221,-0.1586288065,-1.416656733,-1.297220469,0.618527472,3.159478664,3.528899908
NC,Swain County,37173,14080,,0.5392158031,7.981096268,-0.05525885895,-1.143244386,-1.244203925,0.6278337836,3.247128248,2.747900009
NC,Transylvania County,37175,32854,-66.94257355,20.07086182,10.7653265,-0.3187283874,-1.705927491,-1.296904206,0.3551898599,2.877670765,8.445599556
NC,Tyrrell County,37177,4131,-17.28137398,18.86087227,9.185530663,-0.1408522725,-1.229400873,-0.06136832014,0.4728101194,2.933739662,7.94960022
NC,Union County,37179,208390,-26.04494858,12.50744438,10.50236034,-0.3432585895,-1.767078519,-1.393329859,0.3217645884,2.754081011,4.496200085
NC,Vance County,37181,45074,-27.83393669,20.9255085,9.922026634,-0.3644331694,-1.758898616,-1.266548753,0.3669856191,2.874301672,8.038000107
NC,Wake County,37183,952610,-24.52862167,10.02238274,10.37821388,-0.2838476896,-1.678581953,-1.496490479,0.3757455647,2.9690485,3.088500023
NC,Warren County,37185,20594,-14.01896667,16.32025337,9.580488205,-0.2618135512,-1.588102221,-1.212399483,0.429058969,3.034105539,8.303500175
NC,Washington County,37187,12726,-12.48279095,22.14064217,9.391156197,-0.2294771522,-1.524057627,-0.1057895198,0.3793475032,2.766800404,8.221899986
NC,Watauga County,37189,52064,,-6.283619404,4.726081848,-0.06119195744,-0.2757855952,-1.277181387,0.9811562896,3.540507078,-0.5644699931
NC,Wayne County,37191,124500,-15.94242477,18.73951149,9.85705471,-0.323321104,-1.6930902,-0.1262819469,0.3946220279,2.841778278,6.907299995
NC,Wilkes County,37193,69210,-50.05847168,7.69712162,9.944993019,-0.2057571858,-1.485697865,-1.265961528,0.5583336353,3.076595068,4.915299892
NC,Wilson County,37195,81768,-9.277235031,20.38473129,9.85705471,-0.323321104,-1.6930902,-0.1365920603,0.3946220279,2.841778278,6.999800205
NC,Yadkin County,37197,38056,-24.4393692,8.653251648,9.913434029,-0.1746019721,-1.387678504,-1.295782447,0.5847399235,3.148678541,4.74119997
NC,Yancey County,37199,17633,,-29.45386314,-0.270933032,-0.01033459976,-0.09786660969,-1.250769138,1.790266514,3.64357686,-8.079400063
ND,Adams County,38001,2302,29.14424515,-17.18284607,5.212213516,-0.2782354057,-1.335609674,,1.465801477,3.335016966,-2.118599892
ND,Barnes County,38003,11013,11.44293404,-18.78846931,5.978033543,-0.2216114998,-1.240820527,,2.126236439,3.776667118,-2.168900013
ND,Benson County,38005,6762,18.85772514,-13.62882042,6.419035912,-0.225252986,-1.25872612,,2.189471722,3.763062477,-1.753499985
ND,Billings County,38007,913,28.987463,-6.684221745,6.327552319,-0.2434026599,-1.192674994,,1.533567905,3.415692806,-0.3910999894
